expiry,type,strike,S,T,r,sigma,model,price,delta,gamma,theta,vega
2025-09-12,call,295.0,234.07000732421875,-0.0027397260273972603,0.05,1.4375028125,Black-Scholes,0.0,0.0,0.0,-0.0,0.0
2025-09-12,call,300.0,234.07000732421875,-0.0027397260273972603,0.05,1.5000025,Black-Scholes,0.0,0.0,0.0,-0.0,0.0
2025-09-12,call,305.0,234.07000732421875,-0.0027397260273972603,0.05,1.625001875,Black-Scholes,0.0,0.0,0.0,-0.0,0.0
2025-09-12,call,310.0,234.07000732421875,-0.0027397260273972603,0.05,1.6875015625,Black-Scholes,0.0,0.0,0.0,-0.0,0.0
2025-09-12,call,315.0,234.07000732421875,-0.0027397260273972603,0.05,1.78125109375,Black-Scholes,0.0,0.0,0.0,-0.0,0.0
2025-09-12,call,320.0,234.07000732421875,-0.0027397260273972603,0.05,1.875000625,Black-Scholes,0.0,0.0,0.0,-0.0,0.0
2025-09-12,call,325.0,234.07000732421875,-0.0027397260273972603,0.05,1.9375003125,Black-Scholes,0.0,0.0,0.0,-0.0,0.0
2025-09-12,put,130.0,234.07000732421875,-0.0027397260273972603,0.05,3.50000125,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,135.0,234.07000732421875,-0.0027397260273972603,0.05,3.2500018749999997,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,140.0,234.07000732421875,-0.0027397260273972603,0.05,3.06250234375,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,145.0,234.07000732421875,-0.0027397260273972603,0.05,2.8750028125,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,150.0,234.07000732421875,-0.0027397260273972603,0.05,2.6250034375,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,155.0,234.07000732421875,-0.0027397260273972603,0.05,2.50000375,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,160.0,234.07000732421875,-0.0027397260273972603,0.05,2.3125042187499996,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,165.0,234.07000732421875,-0.0027397260273972603,0.05,3.167970830078125,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,170.0,234.07000732421875,-0.0027397260273972603,0.05,1.9375003125,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,175.0,234.07000732421875,-0.0027397260273972603,0.05,1.8125009374999999,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,180.0,234.07000732421875,-0.0027397260273972603,0.05,1.625001875,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,185.0,234.07000732421875,-0.0027397260273972603,0.05,1.5625021874999998,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,190.0,234.07000732421875,-0.0027397260273972603,0.05,1.3125034374999998,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,195.0,234.07000732421875,-0.0027397260273972603,0.05,1.15625421875,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,200.0,234.07000732421875,-0.0027397260273972603,0.05,1.000005,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,205.0,234.07000732421875,-0.0027397260273972603,0.05,0.87500125,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,207.5,234.07000732421875,-0.0027397260273972603,0.05,0.7812521875,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,210.0,234.07000732421875,-0.0027397260273972603,0.05,0.7187528125,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,212.5,234.07000732421875,-0.0027397260273972603,0.05,0.6562534375000001,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,215.0,234.07000732421875,-0.0027397260273972603,0.05,0.57812921875,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,217.5,234.07000732421875,-0.0027397260273972603,0.05,0.500005,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,220.0,234.07000732421875,-0.0027397260273972603,0.05,0.4687553125,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,222.5,234.07000732421875,-0.0027397260273972603,0.05,0.39063109375,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,225.0,234.07000732421875,-0.0027397260273972603,0.05,0.31250687499999996,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,227.5,234.07000732421875,-0.0027397260273972603,0.05,0.23438265625,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,230.0,234.07000732421875,-0.0027397260273972603,0.05,0.1562584375,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,232.5,234.07000732421875,-0.0027397260273972603,0.05,0.06836869140625002,Black-Scholes,0.0,-0.0,0.0,0.0,0.0
2025-09-12,put,235.0,234.07000732421875,-0.0027397260273972603,0.05,0.088876298828125,Black-Scholes,0.9299809257815639,-1.0,0.0,11.749999412500015,0.0
2025-09-12,put,237.5,234.07000732421875,-0.0027397260273972603,0.05,0.213875048828125,Black-Scholes,3.42998080078155,-1.0,0.0,11.874999406250016,0.0
2025-09-12,put,240.0,234.07000732421875,-0.0027397260273972603,0.05,0.5488326367187502,Black-Scholes,5.9299806757815645,-1.0,0.0,11.999999400000016,0.0
2025-09-12,put,242.5,234.07000732421875,-0.0027397260273972603,0.05,0.5839885351562499,Black-Scholes,8.429980550781579,-1.0,0.0,12.124999393750016,0.0
2025-09-12,put,245.0,234.07000732421875,-0.0027397260273972603,0.05,0.7094755615234375,Black-Scholes,10.929980425781565,-1.0,0.0,12.249999387500017,0.0
2025-09-12,put,247.5,234.07000732421875,-0.0027397260273972603,0.05,0.6660189648437502,Black-Scholes,13.42998030078158,-1.0,0.0,12.374999381250015,0.0
2025-09-12,put,250.0,234.07000732421875,-0.0027397260273972603,0.05,0.5898478515625001,Black-Scholes,15.929980175781566,-1.0,0.0,12.499999375000016,0.0
2025-09-12,put,252.5,234.07000732421875,-0.0027397260273972603,0.05,1.125004375,Black-Scholes,18.42998005078158,-1.0,0.0,12.624999368750016,0.0
2025-09-12,put,255.0,234.07000732421875,-0.0027397260273972603,0.05,1.0976607617187502,Black-Scholes,20.929979925781595,-1.0,0.0,12.749999362500017,0.0
2025-09-12,put,257.5,234.07000732421875,-0.0027397260273972603,0.05,1.3906280468749999,Black-Scholes,23.42997980078161,-1.0,0.0,12.874999356250017,0.0
2025-09-12,put,260.0,234.07000732421875,-0.0027397260273972603,0.05,1.4921900390624998,Black-Scholes,25.929979675781567,-1.0,0.0,12.999999350000017,0.0
2025-09-12,put,265.0,234.07000732421875,-0.0027397260273972603,0.05,1.6865250048828124,Black-Scholes,30.929979425781596,-1.0,0.0,13.249999337500018,0.0
2025-09-12,put,280.0,234.07000732421875,-0.0027397260273972603,0.05,2.0351611621093753,Black-Scholes,45.929978675781626,-1.0,0.0,13.999999300000018,0.0
2025-09-12,put,285.0,234.07000732421875,-0.0027397260273972603,0.05,2.170903010253906,Black-Scholes,50.9299784257816,-1.0,0.0,14.24999928750002,0.0
2025-09-12,put,305.0,234.07000732421875,-0.0027397260273972603,0.05,2.8837918530273434,Black-Scholes,70.92997742578166,-1.0,0.0,15.24999923750002,0.0
2025-09-19,call,5.0,234.07000732421875,0.01643835616438356,0.05,9.312504179687501,Black-Scholes,229.0800761966473,0.9999330028231638,9.716946618132865e-07,-2.5571829067204703,0.00814978629804749
2025-09-19,call,10.0,234.07000732421875,0.01643835616438356,0.05,8.75000453125,Black-Scholes,224.11298533151242,0.9996271638753517,5.155489551279534e-06,-11.306532568687748,0.04062824963944251
2025-09-19,call,15.0,234.07000732421875,0.01643835616438356,0.05,7.5312505859375,Black-Scholes,219.11602366742656,0.9995643802334767,6.920392961613552e-06,-11.495522860177575,0.04694050712067235
2025-09-19,call,20.0,234.07000732421875,0.01643835616438356,0.05,1.0000000000000003e-05,Black-Scholes,214.08643892674473,1.0,0.0,-0.9991784198737006,0.0
2025-09-19,call,25.0,234.07000732421875,0.01643835616438356,0.05,7.5312505859375,Black-Scholes,209.3242125641964,0.9974455414567974,3.501308827780909e-05,-55.610807959039114,0.2374911553054385
2025-09-19,call,30.0,234.07000732421875,0.01643835616438356,0.05,6.79687650390625,Black-Scholes,204.30272690232025,0.9973982789885891,3.9444206627379625e-05,-51.37664446934456,0.24145851626511836
2025-09-19,call,35.0,234.07000732421875,0.01643835616438356,0.05,5.132816083984375,Black-Scholes,199.130757580404,0.9993542299746903,1.4615423821783783e-05,-12.287750594975458,0.0675642624409233
2025-09-19,call,40.0,234.07000732421875,0.01643835616438356,0.05,4.773441533203124,Black-Scholes,194.13495683881126,0.9992987075981616,1.6958282379340003e-05,-12.57392900140551,0.07290602052624863
2025-09-19,call,45.0,234.07000732421875,0.01643835616438356,0.05,4.45312943359375,Black-Scholes,189.13873509564152,0.9992508970063064,1.931734393830548e-05,-12.731760990487198,0.07747519074037786
2025-09-19,call,50.0,234.07000732421875,0.01643835616438356,0.05,4.261723422851562,Black-Scholes,184.1509232411426,0.9990314609804958,2.556526684816611e-05,-15.204480770736257,0.09812632070413971
2025-09-19,call,55.0,234.07000732421875,0.01643835616438356,0.05,4.003911245117187,Black-Scholes,179.15508624122143,0.9989633365085736,2.8963011885251318e-05,-15.4532337885705,0.10444269934756936
2025-09-19,call,60.0,234.07000732421875,0.01643835616438356,0.05,3.8398441503906247,Black-Scholes,174.16764820701908,0.9987060887549036,3.699821307631906e-05,-17.92406508464521,0.12795117262442368
2025-09-19,call,65.0,234.07000732421875,0.01643835616438356,0.05,3.621094697265625,Black-Scholes,169.17184096995268,0.9986214031820115,4.157355839341783e-05,-18.162167277025315,0.13558355107701148
2025-09-19,call,70.0,234.07000732421875,0.01643835616438356,0.05,3.4179702050781247,Black-Scholes,164.17587341725007,0.9985377500930626,4.6478146571636065e-05,-18.352247793744358,0.1430760682461166
2025-09-19,call,75.0,234.07000732421875,0.01643835616438356,0.05,3.2343769140624996,Black-Scholes,159.18067688628236,0.99843100092644,5.237675660932767e-05,-18.736128213011575,0.1525735156219838
2025-09-19,call,80.0,234.07000732421875,0.01643835616438356,0.05,3.6933601416015627,Black-Scholes,154.38954560406856,0.9938895118267528,0.00015590104311858865,-62.170281964910714,0.5185857781879686
2025-09-19,call,85.0,234.07000732421875,0.01643835616438356,0.05,3.4980481298828128,Black-Scholes,149.39440489285266,0.9935167562559737,0.0001734652605096112,-62.30467625123919,0.5464975467449016
2025-09-19,call,90.0,234.07000732421875,0.01643835616438356,0.05,2.74219064453125,Black-Scholes,144.1937786495349,0.9981146104965042,7.302124048204192e-05,-19.513761486391317,0.1803419555489484
2025-09-19,call,95.0,234.07000732421875,0.01643835616438356,0.05,2.593753515625,Black-Scholes,139.19765456691866,0.9980137885450195,8.094142353970562e-05,-19.637656950417874,0.18908168517663138
2025-09-19,call,100.0,234.07000732421875,0.01643835616438356,0.05,2.4980506298828127,Black-Scholes,134.21106932930545,0.9975840786519559,0.00010036838290274666,-22.122446098196626,0.22581255604253717
2025-09-19,call,105.0,234.07000732421875,0.01643835616438356,0.05,2.3652384619140623,Black-Scholes,129.21567955386087,0.9974280182759436,0.00011217755352996628,-22.404257692376582,0.23896308714722878
2025-09-19,call,110.0,234.07000732421875,0.01643835616438356,0.05,2.113285966796875,Black-Scholes,124.19431231054351,0.998280633615262,8.713184115513502e-05,-16.133607321278333,0.16583839408794357
2025-09-19,call,115.0,234.07000732421875,0.01643835616438356,0.05,2.1796920507812496,Black-Scholes,119.24342496163317,0.9963813309941503,0.00016555228253427586,-27.2459871403256,0.3249976619430074
2025-09-19,call,120.0,234.07000732421875,0.01643835616438356,0.05,1.966797041015625,Black-Scholes,114.22045623262726,0.9972727320762905,0.00014223855438314314,-21.03349875299678,0.2519572150797861
2025-09-19,call,125.0,234.07000732421875,0.01643835616438356,0.05,1.9453127734375002,Black-Scholes,109.25289456411119,0.9958928981001998,0.00020778710712869464,-27.733448650031132,0.3640474208892282
2025-09-19,call,130.0,234.07000732421875,0.01643835616438356,0.05,1.8085947070312498,Black-Scholes,104.24802540774323,0.9960417330341875,0.00021622962894402776,-25.820556246900352,0.3522138113537007
2025-09-19,call,135.0,234.07000732421875,0.01643835616438356,0.05,1.705079599609375,Black-Scholes,99.25344277252472,0.9957372782768231,0.0002450818024095001,-26.210135418583487,0.37636189564955497
2025-09-19,call,140.0,234.07000732421875,0.01643835616438356,0.05,1.7265638671875,Black-Scholes,94.32040422613082,0.9925795318649019,0.00039593928683682246,-39.23433691051405,0.6156886786470248
2025-09-19,call,145.0,234.07000732421875,0.01643835616438356,0.05,1.4257841210937499,Black-Scholes,89.23459208689829,0.9966920703774544,0.0002334797041769863,-20.205297765150274,0.2998146370543334
2025-09-19,call,150.0,234.07000732421875,0.01643835616438356,0.05,1.3867218164062498,Black-Scholes,84.25825038414982,0.9952886393204802,0.0003295174994798366,-24.794209338929342,0.41154540287160085
2025-09-19,call,155.0,234.07000732421875,0.01643835616438356,0.05,1.3730500097656249,Black-Scholes,79.30413436276595,0.9925366533293165,0.0005004142712826098,-33.49519674087961,0.6188223144331563
2025-09-19,call,160.0,234.07000732421875,0.01643835616438356,0.05,1.2265663671875,Black-Scholes,74.27812893201141,0.9938438563126462,0.0004725456836459095,-27.392993029359047,0.5220171556661695
2025-09-19,call,165.0,234.07000732421875,0.01643835616438356,0.05,1.15625421875,Black-Scholes,69.29354569733374,0.9926241164351902,0.0005881003495606297,-29.691206999521093,0.612427510634509
2025-09-19,call,170.0,234.07000732421875,0.01643835616438356,0.05,0.9101571484375,Black-Scholes,64.23072519087884,0.9974927149906281,0.00028488068468815795,-14.927453161737596,0.2335228123323741
2025-09-19,call,175.0,234.07000732421875,0.01643835616438356,0.05,0.89257919921875,Black-Scholes,59.253607217908126,0.995416760827319,0.0004995016227042511,-19.588823385912086,0.4015444138959381
2025-09-19,call,180.0,234.07000732421875,0.01643835616438356,0.05,0.8554701953125,Black-Scholes,54.278620019028125,0.9929970827294052,0.0007593181376689455,-24.13042967099895,0.5850305974579434
2025-09-19,call,185.0,234.07000732421875,0.01643835616438356,0.05,0.7773459765625,Black-Scholes,49.28386956466673,0.9922103903562293,0.0009178306849679782,-24.34146608138561,0.6425794779623525
2025-09-19,call,190.0,234.07000732421875,0.01643835616438356,0.05,0.7148466015625,Black-Scholes,44.299973310146214,0.99011678155785,0.0012296752884223122,-26.586671034742977,0.7916864752650047
2025-09-19,call,195.0,234.07000732421875,0.01643835616438356,0.05,0.63867548828125,Black-Scholes,39.306332313506516,0.9887306131055348,0.0015430651310076654,-26.84903315544749,0.8875941467145422
2025-09-19,call,200.0,234.07000732421875,0.01643835616438356,0.05,0.5732464550781251,Black-Scholes,34.323378433626516,0.985672097371767,0.0021161924227647874,-28.869841006411967,1.092562917610046
2025-09-19,call,205.0,234.07000732421875,0.01643835616438356,0.05,0.532231240234375,Black-Scholes,29.381227153819935,0.9766769073917073,0.0034517802937135064,-36.747325927140864,1.654601565981873
2025-09-19,call,207.5,234.07000732421875,0.01643835616438356,0.05,0.506840869140625,Black-Scholes,26.912837817410292,0.9712371922934029,0.004319595065889341,-40.41943043404632,1.9718078296667298
2025-09-19,call,210.0,234.07000732421875,0.01643835616438356,0.05,0.437505625,Black-Scholes,24.363331902771705,0.9759902175399274,0.004302863102455298,-32.766790271258564,1.6954738408220704
2025-09-19,call,212.5,234.07000732421875,0.01643835616438356,0.05,0.437505625,Black-Scholes,21.952787425950532,0.9613203625247548,0.006386382998829833,-43.64075538638375,2.5164512684143148
2025-09-19,call,215.0,234.07000732421875,0.01643835616438356,0.05,0.3842835009765625,Black-Scholes,19.429087425442418,0.9613146743510123,0.007271749212573403,-39.6966669269952,2.516752765967826
2025-09-19,call,217.5,234.07000732421875,0.01643835616438356,0.05,0.3632876171875,Black-Scholes,16.99631087449609,0.9470877799549997,0.009895478432362995,-46.01106477660676,3.2377052907867845
2025-09-19,call,220.0,234.07000732421875,0.01643835616438356,0.05,0.3283758569335937,Black-Scholes,14.535753819269502,0.9348629215415836,0.012887329114262132,-48.28298033043784,3.8113958968985004
2025-09-19,call,222.5,234.07000732421875,0.01643835616438356,0.05,0.29834686035156244,Black-Scholes,12.112156288093729,0.9140093725556504,0.01753098662728926,-52.83901332771732,4.710616551962949
2025-09-19,call,225.0,234.07000732421875,0.01643835616438356,0.05,0.2758861474609374,Black-Scholes,9.768444555562581,0.8766061903622506,0.02463907417795788,-61.14521482178256,6.122153339705412
2025-09-19,call,227.5,234.07000732421875,0.01643835616438356,0.05,0.24964129272460936,Black-Scholes,7.4779481296065455,0.8241183923544784,0.03451701955674726,-68.19998317310448,7.7606774713561375
2025-09-19,call,230.0,234.07000732421875,0.01643835616438356,0.05,0.23438265625,Black-Scholes,5.413492028659789,0.7343713096135277,0.04662200853909286,-78.48628337265184,9.841615071224872
2025-09-19,call,232.5,234.07000732421875,0.01643835616438356,0.05,0.22876747802734376,Black-Scholes,3.6989692264486393,0.6072429579309211,0.055996232928652065,-87.20220777714177,11.537269016166718
2025-09-19,call,235.0,234.07000732421875,0.01643835616438356,0.05,0.22034471069335934,Black-Scholes,2.2900192854032753,0.46130755420011316,0.060045909617064505,-85.14825983087307,11.91615054842525
2025-09-19,call,237.5,234.07000732421875,0.01643835616438356,0.05,0.21680470703125,Black-Scholes,1.3083779938507831,0.31565766155857866,0.054646386203397096,-73.99448187087438,10.67038470057031
2025-09-19,call,240.0,234.07000732421875,0.01643835616438356,0.05,0.21704884521484374,Black-Scholes,0.6999403249502976,0.19611293575258332,0.04247361822149651,-57.07474903860236,8.302839866983934
2025-09-19,call,242.5,234.07000732421875,0.01643835616438356,0.05,0.21900195068359374,Black-Scholes,0.3520320829343113,0.11184583865354725,0.02895304195232993,-39.332367191184595,5.71073629497505
2025-09-19,call,245.0,234.07000732421875,0.01643835616438356,0.05,0.22632609619140626,Black-Scholes,0.18380236819954554,0.06301747659297988,0.01822340023221619,-26.300071420823475,3.714616379240621
2025-09-19,call,247.5,234.07000732421875,0.01643835616438356,0.05,0.2368240380859375,Black-Scholes,0.1015968219247938,0.03631488204537036,0.011205683394358098,-17.636692505410423,2.390088889879889
2025-09-19,call,250.0,234.07000732421875,0.01643835616438356,0.05,0.245124736328125,Black-Scholes,0.053549539652271605,0.020031241605386236,0.006590540115221095,-11.079936817195826,1.4549835081237392
2025-09-19,call,252.5,234.07000732421875,0.01643835616438356,0.05,0.256843369140625,Black-Scholes,0.03137051744599173,0.011906781828709707,0.004024796339079974,-7.411261132272161,0.9310268177653471
2025-09-19,call,255.0,234.07000732421875,0.01643835616438356,0.05,0.27246821289062495,Black-Scholes,0.02131679413603149,0.007963194361077291,0.0026698097749376496,-5.5218028068026275,0.6551580557259593
2025-09-19,call,257.5,234.07000732421875,0.01643835616438356,0.05,0.2910227148437499,Black-Scholes,0.01646810172141322,0.005933489441678252,0.0019276500358481451,-4.541048738573781,0.5052484639656035
2025-09-19,call,260.0,234.07000732421875,0.01643835616438356,0.05,0.30664755859375,Black-Scholes,0.012036854014920162,0.004248315846654392,0.0013586313542332772,-3.5489100280204138,0.375224396411882
2025-09-19,call,265.0,234.07000732421875,0.01643835616438356,0.05,0.32813171874999997,Black-Scholes,0.005104365226767049,0.0018102221852967044,0.0005880775580245615,-1.7555036892896745,0.17379318529734955
2025-09-19,call,270.0,234.07000732421875,0.01643835616438356,0.05,0.3711000390625,Black-Scholes,0.004832214393845402,0.0015368877303859906,0.00044797116240906376,-1.7077721866875135,0.14972384832037403
2025-09-19,call,275.0,234.07000732421875,0.01643835616438356,0.05,0.38281867187499996,Black-Scholes,0.0017974281014079274,0.0005934468973523432,0.0001812534668418955,-0.7345248943243861,0.06249270991341958
2025-09-19,call,280.0,234.07000732421875,0.01643835616438356,0.05,0.45313046875,Black-Scholes,0.004428396753132446,0.0011798221535644373,0.0002881316884431375,-1.634273435792249,0.11758832740463855
2025-09-19,call,285.0,234.07000732421875,0.01643835616438356,0.05,0.46094289062500005,Black-Scholes,0.0018174523178814267,0.0005049673674107533,0.00012965409658878728,-0.7604628459676565,0.053824906960747244
2025-09-19,call,290.0,234.07000732421875,0.01643835616438356,0.05,0.500005,Black-Scholes,0.0018984901444890484,0.0004879645841189956,0.00011579428076362636,-0.7986600826452813,0.052144844916278806
2025-09-19,call,295.0,234.07000732421875,0.01643835616438356,0.05,0.500005,Black-Scholes,0.0006688404687273525,0.00018260110374734506,4.6386010202938517e-05,-0.3197890295118619,0.020888694090640727
2025-09-19,call,300.0,234.07000732421875,0.01643835616438356,0.05,0.5312546875,Black-Scholes,0.0006206632705295367,0.0001607996407508308,3.876161574504133e-05,-0.3015386166523781,0.018546184264693618
2025-09-19,call,305.0,234.07000732421875,0.01643835616438356,0.05,0.5625043750000001,Black-Scholes,0.0005918966252714125,0.0001457702133416036,3.339440383902053e-05,-0.2911354191827744,0.016918019561708398
2025-09-19,call,310.0,234.07000732421875,0.01643835616438356,0.05,0.5937540625000001,Black-Scholes,0.0005774179886093127,0.00013540323902378493,2.952368772331717e-05,-0.2866874091273658,0.01578800010330273
2025-09-19,call,320.0,234.07000732421875,0.01643835616438356,0.05,0.6562534375000001,Black-Scholes,0.0005798379565739864,0.00012385772285519256,2.4570450778433885e-05,-0.2913003073368655,0.014522274413224276
